id,keyword,location,text,target
8722,rioting,Türkiye,disagree china might economically strong hong kong showed could quell r…,0
8723,rioting,,assassination iranian general killing innocent passenge…,1
8724,rioting,,drinking rioting thinking neither life,0
8725,rioting,Icon/header @thefredincident,im rioting,0
8726,rioting,,mean like france rioting street people could…,0
8727,rioting,Liberty Avenue,two six men accused inciting riot rightwing patriot prayer leftleaning antifa outside portland pub i…,1
8728,rioting,Jaipur,corps lying among piece wood preparation cremation bloody rioting,1
8729,rioting,Jaipur,aug muslim league rally ochterlony monument plus attendance bloody rioting would soon follow,0
8730,rioting,Jaipur,men unloading corps truck preparation cremation bloody rioting calcutta,1
8731,rioting,Jaipur,men covering face due stench decaying corps lying street bloody rioting hindu amp muslim calcutt…,1
8732,rioting,Jaipur,british tank street bloody rioting calcutta hindu muslim,1
8733,rioting,,refer honestly communally charged violence islamdriv…,0
8734,rioting,"Addis Ababa, Ethiopia",violence targeting university student become reocurring phenomenon rioting murder amp selective attack of…,1
8735,rioting,,come called educated people interpret thing foolish way didnt say caa bad for…,0
8736,rioting,Mumbai,yes everyone equal braking hinduo se ajadi rioting india dont respect i…,0
8737,rioting,"Brunswick, MD",day principal concern university student sex smoking dope rioting learning learning was…,0
8738,rioting,"Hyderabad, Telangana",rioting become fixing country way “faren new year” misguided one busy…,0
8739,rioting,USA,en masse throughout following night rioting lesbian leader newly emerg…,0
8740,rioting,,day principal concern university student sex smoking dope rioting learning learning was…,0
8741,rioting,mastodon.social,see rioting bhakts smash window pane blame satya nadella,0
8742,rioting,"Northridge, Los Angeles",currently rioting :pouting_face:,0
8743,rioting,"Spinning Infinity, Australia",come hoper rioting juvenile detention centre pool along aircon tv amp internet there’s pe…,0
8744,rioting,,u get gang young muslim men rioting street u use video recorder prove violent ove…,0
8745,rioting,,yeah people would stoned death islamic country american rioting meme ghosh:sleepy_face::sleepy_face::sleepy_face:,0
8746,rioting,,come hoper rioting juvenile detention centre pool along aircon tv amp internet th…,0
8747,rioting,India,ummah everything eminent intellectual ready make ridiculous claim provide cover th…,0
8748,rioting,"New Delhi, India",anti caa protestprofrobin verma released lucknow jail morning illegally detained brutally to…,0
8749,rioting,,tweet october people rioting joker doesn’t get oscar,0
8750,rioting,"New Delhi, India",facing trial molestation rioting criminal charge connection controversial…,0
8751,rioting,Occupied Duwamish Land SEA,here’s article deme cooper chris ponte whose hearing upcoming taking plea deal felony riot ch…,0
8752,rioting,@URAnonymous1,assuming bernie campaign people antifa type guess point okeefe got tape talkin…,0
8753,rioting,"Las Vegas, NV",let bellamy keep sweater season rioting boy deserves comfortable he’s getting saddled t…,0
8754,rubble,,least people dead pakistani administered kashmir neelumvalley avalanche hit score house au…,1
8755,rubble,,military commander likely informed trump would bomb shiraz yazd problem reducing much i…,0
8756,rubble,"Aberdeen, Scotland",man charged northeast motorist crash boulder rubble shed lorry,1
8757,rubble,,paint splatter dust rubble what’s hasslefree home renovation guess haven’t heard berger…,0
8758,rubble,menetap dihati dan pikiranmu,rescued kid pulled rubble would say someone ask…,1
8759,rubble,USA,one peep country would love turn rubble,0
8760,rubble,"Fife, Scotland",year old man charged connection vehicle dangerous load driven south deeside road betwe…,1
8761,rubble,Italy/USA,want seek genealogy italy need following series back your…,0
8762,rubble,"Scotland, United Kingdom",year old man charged connection vehicle dangerous load driven south deeside road …,1
8763,rubble,SCOTLAND,place cultural importance iran anyone think world would better place…,0
8764,rubble,UK,completely rebuilt wwii bombing left nothing rubble,1
8765,rubble,"Lagos, Nigeria",u troop clear rubble iraq base day iran strike journalist touring alasad base saw large cra…,1
8766,rubble,"Brussels, Belgium",aje u troop clear rubble iraq base day iran strike iraq,1
8767,rubble,"Texas, USA",photo taken iraq base u troop stationed show scale damage following iranian airstrikes american…,1
8768,rubble,"Rochester, NY",crew touring alasad base monday saw large crater ground damaged military trailer well as…,0
8769,rubble,USA USA USA!!!,people benefitted massive multinational corporation oil weapon man…,0
8770,rubble,Cymru,blocked drain january blocked drain full sandrubble front king edward s…,1
8771,rubble,USA,u base attack iran keen american iraqi aware strike occurred…,0
8772,rubble,"Doha, Qatar",military commander likely informed trump would bomb shiraz yazd problem reducing…,0
8773,rubble,,previous pot hole patch job crumbling one corner rubble exposing metal c…,0
8774,rubble,"Indianapolis, IN",men afraid they’ve told life lived certain way crash he’s left r…,0
8775,rubble,Lokshin,one day sit amongst ruin rubble sa eff warlord…,0
8776,rubble,,get sprawling view nice meadow look like mushroom kingdom far distance w…,0
8777,rubble,Worldwide,chaptermasterchallenge sure whether go rubble daemonic foot crushing place testing mo…,0
8778,rubble,Pakistan,u troop clear rubble iraq base day irgc attack,1
8779,rubble,USA,im really offended dm get accusing nothing sexually frustrated old man the…,0
8780,rubble,USA,betty rubble portrayed rosie donnell,0
8781,rubble,Parramatta,rubble since thats he got going,1
8782,rubble,,earth fragmented wasteland decimated land rubble cant help take blame,0
8783,rubble,"Minot, ND",u troop clear rubble iraq base day iran strike,1
8784,rubble,,way way huh get lost pile rubble,0
8785,rubble,UK,u troop clear rubble iraq base day iran strike,1
8786,rubble,,earth ruined wasteland dirt rubble cant help take blame,0
8787,rubble,Oceanside as much as possible,oh you’d done hit think car lost hope sl…,1
8788,ruin,,matter started whether u wrong one wronged wrong u hold resen…,0
8789,ruin,"Newcastle, New South Wales",well ruin development look many nufc fan react deal nearing conclusion,0
8790,ruin,thicc with 5C's,kara walker “the jubilant martyr obsolescence ruin” brilliant one art installation ive seen,0
8791,ruin,,left try ruin career,0
8792,ruin,,still sore saintsfc fan protest rupe seems he’s still refusing take ownership his…,0
8793,ruin,,nayeon ruin life already,0
8794,ruin,Nadi/Lautoka,today cleaned med next day bring swelling attempt surg…,0
8795,ruin,"Olympia, WA",stay monkey julie ruin,0
8796,ruin,"Albuquerque, NM",rush youll ruin itpause pray patient,0
8797,ruin,X1,junho visited fancafe :loudly_crying_face: probably miss oneits member cant nothing reading messa…,0
8798,ruin,Worldwide,rush youll ruin itpause pray patient,0
8799,ruin,"Nagpur, India",fixing mind sanghi troll trying ruin beloved country dont worry u soon see the…,0
8800,ruin,@Home,coconut oil never went prescribed amount b…,0
8801,ruin,"Washington, USA",ha fuck branch chemistry physic everything u gotta ruin math rece…,0
8802,ruin,,ah miss timeless much make gifs bonus card even dont put logo cant ruin such…,0
8803,ruin,,remember first hmu never knew he’ll ruin life like :face_with_tears_of_joy:,0
8804,ruin,Massachusetts USA,clomantagh tower house co kilkenny viewed century church ruin oak timber tower house been…,0
8805,ruin,Alice in wonderland,would twoyearold daughter said would ruin family”,0
8806,ruin,Sydney,better way deliberately ruin country benefit multinational corporate master promote their…,0
8807,ruin,,remember don’t let minute sadness ruin whole day happiness :white_heart:,0
8808,ruin,"Pacoima, Los Angeles",twitter love ruin quality video yucc,0
8809,ruin,,really ruin day giving fuck cannot give,0
8810,ruin,"Swansea , United Kingdom",parent ruin day hour later act like nothing ever happened you’re shit mood,0
8811,ruin,,silence want try shut oneits louder oneits voice the…,0
8812,ruin,Dallas,rscl apathy delay brahmani project new indian express need inte…,0
8813,ruin,,one thing ill say take year build good reputation second ruin fan reflection o…,0
8814,ruin,,mot ruin mx tour okay boy looking forward well everythjng make i…,0
8815,ruin,,yo va fam start year need set tone positive vibe know everyone enough negativ…,0
8816,ruin,🎰🎲,don’t get whole bengal gonna ruin burrow thing we’ve seen way worse team pick,0
8817,ruin,,allowed go away unconditional apology damage loss…,0
8818,ruin,,one right ruin someone el dream han seungwoo cho seungyoun kim wooseok kim yohan lee hangyul cha junh…,0
8819,ruin,funeral home,srupid bitch ruin day fucking morning,0
8820,ruin,Tõrva,lie ruin everything,0
8821,ruin,"Scotland, United Kingdom",life made may seem wrong ive never surer life ruin way,0
8822,ruin,Wonderland,might ruin :thinking_face:,0
8823,ruin,atlas,unfortunately that’s devs fix ruin change tell that’s happening a…,0
8824,ruin,,weve reached point primary candidate decided ruin friendship,0
8825,ruin,Wherever socks go in the dryer,waning “sport” loved many upper class “control rising population keep citi…,0
8826,ruin,Wherever socks go in the dryer,ruin force follows attache ruin mysterious deadly kifo sombra death shadow term…,0
8827,ruin,"Planet Earth, Near Heaven",dont let insecurity ruin,0
8828,ruin,USA,anyone still unironically us term “ruin johnson…,0
8829,ruin,,sinus problem literally ruin sleeping pattern smttttt,0
8830,ruin,,ruin everything touch,0
8831,ruin,,unpopular opinion meghan extremely disrespectful monarchy around century lik…,0
8832,ruin,All over the fucking place,i’m sorry strolling really ruin party ready get fuck,0
8833,ruin,"Tennessee, USA",think back nearly year basic training class mixed back no…,0
8834,ruin,Kuala Lumpur City,kuantan beautiful town rempitz came ruin everything,0
8835,ruin,,really need change something change that’s bad ruin whatever need changed can’t go back t…,0
8836,sandstorm,"Nairobi, Kenya",darude sandstorm,0
8837,sandstorm,anteiku,song dududududu sandstorm,0
8838,sandstorm,"Melbourne, Victoria",feud started justin liger action figure going end blasting sandstorm bunch he…,0
8839,sandstorm,pfp by @kewlgingerbat,underrated queen sandstorm warriorcats,0
8840,sandstorm,Recognized Maniacs,sandstorm x like,0
8841,sandstorm,"Apple Valley, CA",iran hit sandstorm amp earthquake plan attack israel,1
8842,sandstorm,"Zachodniopomorskie, Polska",brooo posted arachnitcz insurgency sandstorm weapon pack,0
8843,sandstorm,"Walsall, UK",otd thierry sabine founder parisdakar rally dy helicopter crash taking part organi…,1
8844,sandstorm,,iran hit sandstorm amp earthquake plan attack israel,1
8845,sandstorm,Australia,it’s new decade it’s time recount top baby crew joke past year thanks great str…,0
8846,sandstorm,,sometimes fate like small sandstorm keep changing direction murakami haruki,0
8847,sandstorm,"Fresno, CA",iran hit sandstorm amp earthquake plan attack israel,1
8848,sandstorm,Africa,iran hit sandstorm amp earthquake plan attack israel,1
8849,sandstorm,,tyranitars sandstorm gonna destroy whole team even get destination floor lol,0
8850,sandstorm,,nowplaying darude sandstorm listenlive,0
8851,sandstorm,None ya,sandstorm cryptid raihan want battle,0
8852,sandstorm,Middle-Earth,firestar sandstorm art design cause im weak relationship,0
8853,sandstorm,,iran hit sandstorm amp earthquake plan attack israel,1
8854,sandstorm,"Houston, TX",iran hit sandstorm amp earthquake plan attack israel,1
8855,sandstorm,"Burlingame, CA",pokemon type effected sandstorm,0
8856,sandstorm,"Baltimore, MD",pokemon type effected sandstorm,0
8857,sandstorm,,like dj sona play sandstorm everything terribly awkward maybe row nice,0
8858,sandstorm,,crash site vista dry top make nice sandstorm back drop,0
8859,sandstorm,,darude outside sandstorm inside,0
8860,sandstorm,,meme dead sandstorm bit banger,0
8861,sandstorm,No,i’m live playing insurgency sandstorm come check game,0
8862,sandstorm,,never stop vocal,0
8863,sandstorm,Merica,ive entered giveaway win copy insurgencysandstorm steam check,0
8864,sandstorm,,confetti nationalchampionship game nothing short breath taking feel like overwhelming sandstorm to…,0
8865,sandstorm,,interesting learn little woman directed parasite didnt actor,0
8866,sandstorm,,scrolling mmm gif folder :flushed_face::flushed_face: miss jungi solar moonbyul wheein hwasa,0
8867,sandstorm,,mamamoo world tour plss,0
8868,sandstorm,,final draft hip sound really sassy one sound real sensual,0
8869,sandstorm,,probably cutest answer cutest reaction ever love cry time,0
8870,sandstorm,header 📸: @mirihawke,song forgot remembered chorus halfcorrect tried soundhound haphazardly hummin…,0
8871,sandstorm,,greta gerwig ‘little women’ lulu wang ‘the farewell’ lorene scafaria ‘hustlers’ melina matsou…,0
8872,sandstorm,,going mocap suit green screen epic battle scene truly take village great village cong…,0
8873,sandstorm,,lol hold aired preview preview black widow still dropping damn vormir tall,0
8874,sandstorm,,“family back together again” watch brandnew special look marvel studios’ blackwidow theater may http…,0
8875,sandstorm,,jung wheein learned play drum within month month want know successfully month get…,0
8876,sandstorm,,soon south carolina replace sandstorm something half fun neck bring swag back,0
8877,sandstorm,,ive entered giveaway win copy insurgencysandstorm steam check,0
8878,sandstorm,,sandstormisn’t gamecock thing:thinking_face: never thought clemson stood chance talente…,0
8879,sandstorm,,wild :loudly_crying_face:,1
8880,sandstorm,Da Cloudz,damn sandstorm went couple year ago hahaha,1
8881,sandstorm,,sandstorm hahahahhaa,0
8882,sandstorm,"Orlando, FL",confetti nationalchampionship game nothing short breath taking feel like overwhelming sandstor…,0
8883,sandstorm,,ive entered giveaway win copy insurgencysandstorm steam check,0
8884,sandstorm,,don’t know it’s fact someone disagrees examp…,0
8885,sandstorm,Galar Region,final random thought night im sleepy dynomax weather system return new wild area gu…,0
8886,sandstorm,"Gen Santos City, Philippines",iran hit sandstorm amp earthquake plan attack israel,0
8887,sandstorm,KANSAS,still chant word lsu sandstorm clemvslsu,0
8888,sandstorm,South Carolina somewhere...,also random sandstorm,0
8889,sandstorm,"Columbia, SC",playing iwoody radio darude sandstorm,0
8890,sandstorm,,otter sliding snow,0
8891,sandstorm,,kill mother earth got nothing thousand across australia calling prime minister l…,0
8892,sandstorm,,january zico posted anysong challenge hwasa solar x kassy collab news wheein dropped version of…,0
8893,sandstorm,,comment :smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:,0
8894,sandstorm,,black widow v taskmaster blackwidow,0
8895,sandstorm,,spiderverse best animated black panther nominated best picture last year wym finally,0
8896,sandstorm,,concert video moonbyul covering tvxq enough view vocal suit ripping tie body rolls…,0
8897,sandstorm,,spent shipping bitch,0
8898,sandstorm,,customer really annoys bos watching distance,0
8899,screamed,Madrid / ♥ PedrosoDeAcim,screamed loudly,0
8900,screamed,Oregon,math macarons cute screamed :loudly_crying_face::billed_cap::panda_face: happybirthdayandrewyang nationalcookieday yangcookieday macarons makeamer…,0
8901,screamed,,boy screamed im going die badly burnt trying copy youtube stunt,1
8902,screamed,,lack news article reaction exposure trial ahn joonyoung gang today show none o…,0
8903,screamed,,went valley play water girl suddenly screamed kicking water snake fell o…,1
8904,screamed,,remember screamed stray kid everywhere around world eliz qian shin supposed me…,0
8905,screamed,rip old acc Aug2013 - Oct2018,dude alone theatre screamed felt,0
8906,screamed,mgc/4❤️,found beauty old screenshots tell screamed,0
8907,screamed,Canada,everything bleach screamed top anime till started gift wrapping ichigo everything,0
8908,screamed,"Mumbai, India ",bruhhhh screamed said :loudly_crying_face: head like doctor doctorr ko bulaao said agar m…,0
8909,screamed,"Bay Area, CA",sister warren tonight shes terrified trump win bc shit warren pulled amp saw msn s…,0
8910,screamed,Lagos...,moment naira marley screamed “marlians reminisce instagram” sarz ended track remaining vers…,0
8911,screamed,"Baton Rouge, LA",lmfaoooo screamed:face_with_tears_of_joy::face_with_tears_of_joy:,0
8912,screamed,Where Stray Kids stay,don’t know as say screamed,0
8913,screamed,,lie house gop called multiple witness allowed thing to…,0
8914,screamed,Southern Cali,everything bleach screamed top anime till started gift wrapping ichigo everything,0
8915,screamed,your stomach,screamed watching brooklyn surprise even though dont watch show :face_with_tears_of_joy:,0
8916,screamed,菲律宾,literally screamed saw vid gforce member dancing like bruh heart :weary_face:,0
8917,screamed,baearea,absolutely loved hustler much amp scene cherry top :black_heart: way screamed saw part omg,0
8918,screamed,Switzerland,everytime see hear somebody called christina think time bought nintendo card spar didnt…,0
8919,screamed,"스키즈, 태연. ",literally shocking news remember screamed whole night didnt think drop…,1
8920,screamed,she/her • 18↑,way screamed heard first note,0
8921,screamed,Bangtan biased🎗,tell screamed boiling egg spotted,0
8922,screamed,,wait shut fuck literally screamed,0
8923,screamed,,mum came screamed loud shock like it’s ok ok bc saw historicallly cr…,0
8924,screamed,"Unova, Lentimas Town",everytime see hear somebody called christina think time bought nintendo card spar it…,0
8925,screamed,Yagi,forgot forget forgot lament forgot get pissed nggas moved whyd forget how…,0
8926,screamed,UK,walked day new job screamed half office great confidence you…,0
8927,screamed,India,faltered memory haunted past screamed head silence kissed pain cease exist…,0
8928,screamed,marseille,screamed,0
8929,screamed,one - it (s),people screamed justice non debuted finalist silent proofing don’t really…,0
8930,screamed,More than likely @ a rave,legit screamed :skull::skull::skull:,0
8931,screamed,"Baytown, TX",screamed lmao :rolling_on_the_floor_laughing:,0
8932,screamed,,can’t stand philip schofield man going live growing sidekick gordon gopher go…,0
8933,screamed,out on a limb whereTheFruit is,sister warren tonight shes terrified trump win bc shit warren pulled amp saw msn…,0
8934,screamed,UK,screamed saw god i’m proud,0
8935,screamed,Hell,dsp kashmiri muslim name arnab navika sudhir amp co would screamed split tv screen at…,0
8936,screamed,,screamed head cry bit bin fine bless george bit poorly hi…,0
8937,screamed,+63 오세훈 102416 082419 121519,didnt notice first literally screamed ᶠᵘᵘᵘᵘᶜᶜᶜᵏ,0
8938,screamed,,stil freaking fact didn’t know blood gas test today poor nurse start…,0
8939,screamed,"Bristol, England",longest time y’all screamed minor royal amp act like amp pay way y’all mad it…,0
8940,screamed,,go screamed listening music yay :beaming_face_with_smiling_eyes: :smiling_face_with_smiling_eyes:,0
8941,screamed,"Maringá, Brasil",year old daughter screamed fuck slammed bedroom door learning she’ll menstruating every mo…,0
8942,screamed,Essex,people ground screamed,0
8943,screamed,,screamed first watched :loudly_crying_face: really can’t see,0
8944,screamed,,lost ehen screamed come back gon :loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face: yung attachment ko sa character na puta,0
8945,screamed,"Roma, Italy",yes maintenance guy apartment complex walk bedroom find naked bed isn’t po…,0
8946,screamed,,literally screamed reading :skull::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy:,0
8947,screamed,,literally screamed saw,0
8948,screamed,singapore (´｡• ᵕ •｡`),legit fucking screamed mom screamed back outside room u literally gone insane,0
8949,screamed,Bree - Brianna- Cynthia - Gia,wtf ending screamed shady queen :skull:,0
8950,screamed,🇲🇾 multi,omg enjoyed much screamed plot twist kdvejakajw,0
8951,screamed,UK,wish started reaction video hero academia amount time ive jumped chair rais…,0
8952,screamed,,thats screamed like jisoo hahahahahaha,0
8953,screamed,,boomer told cousin shut purposely screamed louder ended leaving :hot_beverage: it’s concer…,0
8954,screamed,"Birmingham, UK",listen :thumbs_up: “enclosed text field rectangular box shape performed better…,0
8955,screamed,Living rent free in your head!,everything ive ever screamed one beautiful thread thank bravo,0
8956,screaming,fuck off,always screaming think cool swear,0
8957,screaming,Austria🇦🇹,hahahahahaha bad aw miss screaming courtney’s ear,0
8958,screaming,,davido second away screaming shekpe :rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing:,0
8959,screaming,,everyone screaming donny love island killing animal half yous wear canada goose :rolling_on_the_floor_laughing::rolling_on_the_floor_laughing:,0
8960,screaming,"Oregon, USA",guy apex got mad got spitfire first started rage screaming minute f…,0
8961,screaming,Calgary,im screaming seen,0
8962,screaming,✰ Kszn,smh never knew :pensive_face:,0
8963,screaming,Sénégal,blm spending time money attacking republican work maintain racial inequality do…,0
8964,screaming,,funny one screaming justice everywhere time,0
8965,screaming,"Lagos, Nigeria",i’m screaming wanted know baby girl turned kunta,0
8966,screaming,UK,people think unless you’re screaming n word wearing white hood can’t racist racist vi…,0
8967,screaming,in his mind,savehannibal please desperate screaming,0
8968,screaming,Los Angeles + New York City,thereby answering question screaming deplorables sound like :collision: :oncoming_fist_medium-light_skin_tone:,0
8969,screaming,,person screaming oh super junior siwonnie hyung woooooo want know respect love,0
8970,screaming,"Texas, USA",lsd subreddit screaming rn,0
8971,screaming,loonatheworld,dentist woman screaming outside look crazy im scared go,1
8972,screaming,– cebu 🇵🇭,♬ mydayjamuary song screaming club – getting double knot levanter eng ver kill…,0
8973,screaming,,simranpal guy that’s fuckin white roommate keep screaming balleee cum ik doesn’t…,0
8974,screaming,"Metro Atlanta, GA, USA",story introduces society hugely fat overindulgent greedy carnivore okay go story th…,0
8975,screaming,,i’m big “ok let’s sit amp talk shit out” typa person communication everything i’m never gonna com…,0
8976,screaming,Malaysia,still cant get taehyung screaming said nonsense yoongi said people think j…,0
8977,screaming,,recording entirety every single show screaming fucking lung thrashing wildly pit and…,0
8978,screaming,GONE DAYS,first started screaming realised actually turned pretty :flushed_face:,0
8979,screaming,"🏳️‍🌈, multi, rps",plead justice kept screaming justice month justice really,0
8980,screaming,,i’m screaming bc baby probably still seeing black white she’s screaming imthekdjenendnx,0
8981,screaming,,i’m screaming watch,0
8982,screaming,Newcastle upon Tyne,seen video man climbing car woman drive screaming man still front of…,1
8983,screaming,USA,okay look like ram broken guess need buy new one open website ram hyperx fury ram vengeanc…,0
8984,screaming,,screaming :flushed_face:,0
8985,screaming,vormir,english article really blurring mf face article bad putting boys…,0
8986,screaming,SF Bay Area,:collision:a real feminist iran:collision: clergy scolded fearless woman amp demanded put hijab responds screaming h…,0
8987,screaming,Garreg Mach,everyone always talk sylvain youtuber felix popular gaming channel he…,0
8988,screaming,✧*:･ﾟMinjoo's ♥️  *:･ﾟ✧,red tip actually touch hair hhhhh screaming,0
8989,screaming,,sinulog feel like slowly losing essence overly commercialized used excuse get drunk w…,0
8990,screaming,USA,harry business screaming anniversary september,0
8991,screaming,𝑨𝑹𝑴𝒀𝑩𝑹𝑨𝑻𝒁,younger self screaming inside omg,0
8992,screaming,fanpage of @bkhteeblast,i’m scared somebody screaming help dorm,1
8993,screaming,Northampton,get mf white house i’m screaming,0
8994,screaming,loonatheworld 🇵🇭,ive looking kid screaming olivia audio everywhere lmaoooo yasssss,0
8995,screaming,"Lelystad, Nederland",people screaming sam sam sam:blue_heart::blue_heart: he like magnet handsom man:red_heart:,0
8996,screaming,"Malang, Jawa Timur",thank coming dream hugging tired soul wouldnt cry soul screaming miss…,0
8997,screaming,,hear hyungwon screaming lung,0
8998,screaming,,philip schofield really letting lately fully screaming white privilege,0
8999,screaming,Azania,soon god say yes theyll screaming made :face_with_tears_of_joy::face_with_tears_of_joy:,0
9000,screaming,"ℓιℓу, кαиι, иανι & яєι~♡",love lily much i’m literally screaming,0
9001,screaming,,sony music korea posted ig i’m actually screaming yo can’t wait hear,0
9002,screaming,striving to be important,teenager would cry justin bieber standing top tower ready jump retweet …,0
9003,screaming,,i’m screaming :rolling_on_the_floor_laughing: fasho sound like,0
9004,screaming,Cagayan De Oro City,remember jennie making rap powerful cb dddd era even fandom screaming amp fangirlingfanboying ov…,0
9005,screaming,,hearing im screaming :weary_cat_face: cute :smiling_cat_face_with_heart-eyes: hopetoseewonho,0
9006,screaming,"24, Turkish, rt heavy 🥴",lrt im screaming,0
9007,screaming,India,dsp dalvinder singh caught two terrorist screaming yelling arnab navika …,1
9008,screaming,Hell,i’m screaming—,0
9009,screaming,"Johannesburg, South Africa",soon god say yes theyll screaming made :face_with_tears_of_joy::face_with_tears_of_joy:,0
9010,screaming,"Florida, USA",friend stayed night literally look like wanted kill woke weston screaming :face_with_tears_of_joy:,0
9011,screaming,,seem remember lot chestbeating maga ape screaming “don’t fck america” trump assassinated soleimani…,0
9012,screaming,nyc,screaming background nurse tiktok hospital bed fold like clam,0
9013,screaming,,love cry inside screaming fuck love,0
9014,screaming,"Scottsdale, AZ",i’m screaming :face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy:,0
9015,screaming,"Pretoria, South Africa",body talking tell u truth stress pay attention whisper start screaming :two_hearts:…,0
9016,screaming,USA,i’m screaming right,0
9017,screaming,neocity ♡ 2019 july 10 ♡ hajar,screaming wearing white suit blackwidow,0
9018,screaming,admu,fil instructor made u write free verse poetry went ballistic classmate wrote free verse coz apparen…,0
9019,screaming,NFC .RMA,fan screaming “fck valverde” “valverde out” team bus arrives back hotel,0
9020,screaming,"Yoshi, City",pov screaming baby ear,0
9021,screaming,,beatlemaniatype scene horde screaming fan lay siege coronation street desperate glimps…,0
9022,screaming,bi 18 she/her,brb screaming,0
9023,screaming,,compilation yoongi screaming tiny case bad day,0
9024,screams,ад,jaskier sigh dramatically geralt jaskier sigh louder geralt jaskier scream geralt want jaskie…,0
9025,screams,tatooine • vancouver,general grievous really wasn’t joking said count dooku “you expect victory jedi give…,0
9026,screams,Kansas,scream look gooood loooks ugly sob thank much honestly wonderful pers…,0
9027,screams,"Brooklyn, NY",even beyoncé’s scream perfect,0
9028,screams,,glitter gold glitter scream gold:trident_emblem::smiling_face_with_smiling_eyes: • • • • …,0
9029,screams,"Seoul, Republic of Korea",im losing scream jisung energy,0
9030,screams,UK,everybody scream nigerian men demon listen one heart broken ghanaian know re…,0
9031,screams,"New Jersey, USA",oh ankh word always balm also join usour new collabora…,0
9032,screams,Indonesia,girl said “oh god sehun hot” issa mood scream omg love energy :kiss_woman_woman:,0
9033,screams,"Portland, OR",yes still hyped buildplate kinda boring also pretty s…,0
9034,screams,,scream can’t wait see stuff i’ll get refunded :squinting_face_with_tongue:,0
9035,screams,bucheon,may man blush lip everything scream perfection,0
9036,screams,,here tiny behind scene ep demonslayer dub first full episode zenitsu spent t…,0
9037,screams,soobin’s dimples | 191026,mom obsessing hueningkai mostly tagalog watch scream anyways :loudly_crying_face:,0
9038,screams,,:warning_selector:heartbreaking video iranian canadian lost wife shooting ukrainian plane iran s…,1
9039,screams,UK,girl found chained bed neighbour heard scream house horror,1
9040,screams,"Kampala, Uganda",ask mother simple question scream,0
9041,screams,"Coronado, CA",huge cross scream “i’m muslim”,0
9042,screams,Ateez’s trashcan,chile message scream y’all rubbed pussy bye,0
9043,screams,"Kuantan, Pahang",lot talk away game pool attacker fixture ticker post read like sou whu wat bou th…,0
9044,screams,Australia,thunderlips want u listen treat adult scream dare u is…,0
9045,screams,USA,oh hope scream tree also thought smashing glass basement make ha…,0
9046,screams,Cardiff / Leeds,scream let deal trump name pett…,0
9047,screams,"Miami, FL",lorde “i whisper thing city sings back you” taylor swift “i get mystified city scream your…,0
9048,screams,,scream,0
9049,screams,✧ Royale High ✧,scream can’t wait see stuff i’ll get refunded :squinting_face_with_tongue:,0
9050,screams,,scream park jeongwoo best rapper gen,0
9051,screams,,im one people scream copaganda every time police mentioned jesus christ,0
9052,screams,"piss bone, porch of gull",last one really scream edgy kid,0
9053,screams,,name michael scream :wastebasket::wastebasket::wastebasket: loveisland,0
9054,screams,"⁑ 𝘭𝘦𝘵'𝘴 𝘱𝘭𝘢𝘺 𝘷𝘪𝘥𝘦𝘰 𝘨𝘢𝘮𝘦𝘴 𝘢𝘯𝘥 𝘮𝘢𝘺𝘣𝘦 . . . 𝘤𝘶𝘥𝘥𝘭𝘦 ?
⁑ 𝙙𝙚𝙖𝙣 ♡ ₁₇ 
⠀⠀",scream,0
9055,screams,18+ | rp,scream,0
9056,screams,,lot talk away game pool attacker fixture ticker post read like sou whu wat…,0
9057,screams,,q one direction visit dubai u memory gig hard remem…,0
9058,screams,,sanjivani episode thrilling story telling vardhandidn’t bore many day action superbly done leads…,0
9059,screams,mnl,there’s filipino word “umay” basically getting sick something something taste…,0
9060,screams,"Nowhereville, UK",hell scream “get away me” chasing someone,0
9061,screams,,oh sure shes cool classy ever let rip maybe scream tree sh…,0
9062,screams,"Santiago, Chile",hell scream “get away me” chasing someone,0
9063,screams,,transactionally exchanged scream trumpballsackcradling uncle two hour how’s night going,0
9064,screams,"Colorado, USA",man put luiz ortiz sleep “twice” clearly good fighter that’s i’m saying would pick…,0
9065,screams,"Wellington, New Zealand",scream village vanguard,0
9066,screams,,scream southport college,0
9067,screams,,favorite line joker personally liked one joker scream stop speaking commie gobbledygook nonse…,0
9068,screams,Argentina,man put luiz ortiz sleep “twice” clearly good fighter that’s i’m saying would p…,0
9069,screams,𝙢𝙮𝙪𝙣𝙜𝙟𝙪𝙣'𝙨 𝙡𝙖𝙥,hi im dana say shinhwa old im ready kill say jekki old im ready make beg merc…,0
9070,screams,"15 yemen road, yemen",wanna change user bc feel like scream cupcake don’t think would ever forgive,0
9071,screams,,scream wonder art style familiar guazi artist,0
